ID,Type,Title,Price (EGP),Down Payment,Location Cluster,Full Address,Bedrooms,Bathrooms,Area (sqm),Agency Name,URL
88962090,Chalet,Resale garden chalet finished RTM Azha Sokhna,6950000,,Azha,"Azha, Al Ain Al Sokhna, Suez",1,2,75,Allocate Real Estate,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-azha-88962090.html
88965079,Chalet,Hot Deal Fully Finished Chalet in Masaya10%DP,2629000,,Amwaj,"Amwaj, Sidi Abdel Rahman, North Coast",2,2,98,property hills Elite,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-amwaj-88965079.html
82102735,Apartment,Apartment Finished+ACS with SODIC in Mostakbal,14000000,3000000.0,East Vale,"East Vale, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,130,CBE New Homes,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-east-vale-82102735.html
88964928,Apartment,"Apartment for sale in Sheikh Zayed, 130 sqm",3800000,,Kayan,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,2,130,property hills Elite,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-kayan-88964928.html
88964943,Villa,"Twin house for sale, 206 sqm, landscape view,",4000000,,Vye Sodic,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza",3,3,206,property hills Elite,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-vye-sodic-88964943.html
88953499,Apartment,Lowest price apartment in green square compound,5125000,,Green Square,"Green Square, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,168,New Avenue Real Estate,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-green-square-88953499.html
88964706,iVilla,Corner iVilla Garden | Mountain View 1.1,12500000,,Mountain View 1.1,"Mountain View 1.1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,235,Premier Property,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-88964706.html
88963629,Villa,Direct lagoon and sea view - 4th row with cabin,70000000,,Ghazala Bay,"Ghazala Bay, Qesm Ad Dabaah, North Coast",4,5,336,New Avenue Real Estate,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-ghazala-bay-88963629.html
88964286,Apartment,Apartment 198 m  for sale in New October Compound,2900000,,Nyoum October,"Nyoum October, Northern Expansions, 6 October City, Giza",3,3,198,property hills Elite,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-northern-expansions-nyoum-october-88964286.html
88964574,Chalet,Luxury Studio Hurghada's El Kawther Pool View,1800000,,El Kawther District,"El Kawther District, Hurghada, Red Sea",studio,1,40,Concrete Real Estate,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-el-kawther-district-88964574.html
88964323,Twin House,Twin House for Sale in Heaven Beach – Private Entr,6750000,,Heaven Beach,"Heaven Beach, Al Ain Al Sokhna, Suez",3,2,174,Capital Lords Real Estate,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-suez-al-ain-al-sokhna-heaven-beach-88964323.html
